credito;codigo_ciudad;cliente_tipo_identificacion;codigo_ocupacion;descripcion_ocu
201410;50001;1;J;Independiente Formal
172246;50001;1;J;Independiente Formal
152671;50001;1;;
161749;50001;1;;
225436;50001;1;J;Independiente Formal
209058;50001;1;I;Independiente
198514;50001;1;J;Independiente Formal
220754;50001;1;O;Contratista
215887;50001;1;I;Independiente
206992;50001;1;H;Empleado ENR
233840;50001;1;H;Empleado ENR
228315;50001;1;H;Empleado ENR
169623;50006;1;F;Empleado ER
205412;50006;1;F;Empleado ER
195925;50001;1;T;Transportador
174117;50001;1;T;Transportador
198806;50001;1;H;Empleado ENR
206903;68001;1;E;Empleado
187755;50001;1;T;Transportador
185059;50001;1;;
164182;50001;1;E;Empleado
215738;50001;1;F;Empleado ER
234920;11001;1;T;Transportador
214266;11001;1;T;Transportador
234236;11001;1;T;Transportador
168222;11001;1;T;Transportador
220739;11001;1;T;Transportador
208979;50001;1;J;Independiente Formal
195533;50001;1;I;Independiente
228465;11001;1;F;Empleado ER
214860;11001;1;F;Empleado ER
195745;50001;1;J;Independiente Formal
176157;50001;1;;
217499;50001;1;J;Independiente Formal
198216;50680;1;I;Independiente
191221;50001;1;C;Agricultor
195650;50001;1;F;Empleado ER
209830;11001;1;H;Empleado ENR
206116;50001;1;K;Independiente Informal
172972;50001;1;;
212325;50001;1;G;Ganadero
195144;50124;1;I;Independiente
160241;50124;1;;
202679;50001;1;F;Empleado ER
170135;50001;1;F;Empleado ER
225128;50001;1;F;Empleado ER
183209;50001;1;F;Empleado ER
205507;50001;1;F;Empleado ER
167462;50001;1;;
221242;50001;1;J;Independiente Formal
213968;50223;1;F;Empleado ER
233060;50001;1;J;Independiente Formal
184011;50001;1;E;Empleado
198753;25402;1;K;Independiente Informal
198362;25402;1;K;Independiente Informal
205089;50001;1;F;Empleado ER
229574;50001;1;F;Empleado ER
189328;50001;1;F;Empleado ER
196353;50001;1;J;Independiente Formal
169582;50001;1;J;Independiente Formal
177157;85440;1;F;Empleado ER
231310;85440;1;N;Comerciante
191163;50001;1;K;Independiente Informal
199972;50226;1;G;Ganadero
223617;50001;1;G;Ganadero
197018;50001;1;J;Independiente Formal
183418;50001;1;J;Independiente Formal
195258;50001;1;A;Ama de casa
177738;50001;1;;
220402;50001;1;N;Comerciante
191473;50001;1;I;Independiente
189371;50001;1;;
222475;50001;1;J;Independiente Formal
198313;50001;1;I;Independiente
217573;50001;1;F;Empleado ER
203759;50001;1;F;Empleado ER
218279;50568;1;J;Independiente Formal
199513;50001;1;J;Independiente Formal
233937;50001;1;F;Empleado ER
204522;50001;1;K;Independiente Informal
197038;50001;1;;
224375;50001;1;J;Independiente Formal
227523;50001;1;K;Independiente Informal
200761;50001;1;K;Independiente Informal
199930;50001;1;T;Transportador
191973;50001;1;J;Independiente Formal
223101;50006;1;G;Ganadero
234716;50006;1;N;Comerciante
144335;50006;1;I;Independiente
153291;50006;1;I;Independiente
189972;50006;1;I;Independiente
193808;50001;1;J;Independiente Formal
187473;50001;1;H;Empleado ENR
229341;50001;1;H;Empleado ENR
185510;50006;1;F;Empleado ER
195006;50006;1;I;Independiente
169909;50150;1;;
204157;50006;1;J;Independiente Formal
201809;50001;1;F;Empleado ER
211163;50006;1;N;Comerciante
190294;50006;1;I;Independiente
213095;50006;1;C;Agricultor
204705;50006;1;F;Empleado ER
204958;50006;1;H;Empleado ENR
157032;50006;1;I;Independiente
175096;50006;1;F;Empleado ER
235358;50006;1;H;Empleado ENR
234354;76001;1;K;Independiente Informal
201430;5001;1;T;Transportador
200642;11001;1;F;Empleado ER
164681;11001;1;F;Empleado ER
231520;50001;1;F;Empleado ER
171882;50001;1;H;Empleado ENR
185407;85440;1;;
236962;50001;1;H;Empleado ENR
157537;50318;1;I;Independiente
235054;50001;1;C;Agricultor
192564;50318;1;I;Independiente
189330;11001;1;;
236819;50318;1;T;Transportador
218266;86568;1;J;Independiente Formal
174190;50318;1;;
191801;50150;1;J;Independiente Formal
159189;54498;1;E;Empleado
197020;76001;1;E;Empleado
186055;11001;1;H;Empleado ENR
211527;11001;1;K;Independiente Informal
203806;5001;1;J;Independiente Formal
189695;8001;1;J;Independiente Formal
202044;5001;1;J;Independiente Formal
229071;5615;1;J;Independiente Formal
165872;11001;1;;
212659;50001;1;J;Independiente Formal
219361;50001;1;J;Independiente Formal
208475;25815;1;G;Ganadero
203589;11001;1;H;Empleado ENR
216151;76001;1;H;Empleado ENR
236894;8001;1;H;Empleado ENR
190515;25754;1;;
220093;85001;1;F;Empleado ER
186788;85400;1;K;Independiente Informal
201554;85400;1;K;Independiente Informal
214719;11001;1;O;Contratista
191316;13001;1;E;Empleado
136271;13001;1;;
234711;25473;1;J;Independiente Formal
162385;11001;1;J;Independiente Formal
190145;5001;1;H;Empleado ENR
209362;11001;1;K;Independiente Informal
207772;76001;1;N;Comerciante
168870;13001;1;;
194975;13001;1;H;Empleado ENR
221413;13001;1;H;Empleado ENR
196828;13001;1;H;Empleado ENR
175978;13001;1;F;Empleado ER
220726;13001;1;F;Empleado ER
181763;8758;1;;
189801;13001;1;H;Empleado ENR
145833;25175;1;;
215427;13001;1;J;Independiente Formal
198430;13001;1;I;Independiente
170536;5001;1;F;Empleado ER
157351;5001;1;;
188853;5088;1;K;Independiente Informal
204927;5088;1;K;Independiente Informal
190486;5001;1;J;Independiente Formal
209846;5001;1;K;Independiente Informal
224025;5001;1;T;Transportador
209129;5376;1; ;
220998;5376;1;J;Independiente Formal
236010;5001;1;F;Empleado ER
207535;5631;1;J;Independiente Formal
213335;5088;1;J;Independiente Formal
202095;5001;1;J;Independiente Formal
214955;5001;1;T;Transportador
194832;5360;1;T;Transportador
214804;5001;1;F;Empleado ER
194921;5001;1;E;Empleado
211887;5001;1;E;Empleado
232596;5001;1;T;Transportador
210565;5001;1;F;Empleado ER
220308;5001;1;F;Empleado ER
189183;5001;1;R;Rentista de Capital
153575;5088;1;I;Independiente
136272;8001;1;;
232666;8001;1;F;Empleado ER
230965;8001;1;F;Empleado ER
210660;8433;1;J;Independiente Formal
189078;8758;1;E;Empleado
163481;8001;1;E;Empleado
168493;8001;1;T;Transportador
220113;11001;1;H;Empleado ENR
200868;8001;1;I;Independiente
189267;8758;1;T;Transportador
186171;8685;1;F;Empleado ER
173298;11001;1;H;Empleado ENR
186559;8001;1;F;Empleado ER
200551;8758;1;T;Transportador
209934;8001;1;H;Empleado ENR
188945;8001;1;H;Empleado ENR
224114;8001;1;H;Empleado ENR
214120;25175;1;J;Independiente Formal
229657;8001;1;K;Independiente Informal
174523;76001;1;H;Empleado ENR
219870;76001;1;H;Empleado ENR
189669;76001;1;I;Independiente
151777;76001;1;I;Independiente
217149;11001;1;R;Rentista de Capital
197930;5001;1;;
163204;11001;1;I;Independiente
182407;25126;1;H;Empleado ENR
220374;85001;1;N;Comerciante
194362;11001;1;;
227288;11001;1;F;Empleado ER
214158;11001;1;F;Empleado ER
176056;11001;1;J;Independiente Formal
170370;76001;1;R;Rentista de Capital
193402;5001;1;J;Independiente Formal
167204;11001;1;J;Independiente Formal
192966;5631;1;F;Empleado ER
164285;11001;1;E;Empleado
217984;8078;1;G;Ganadero
184500;25175;1;F;Empleado ER
215059;11001;1;F;Empleado ER
198272;11001;1;H;Empleado ENR
200958;8001;1;J;Independiente Formal
194643;11001;1;H;Empleado ENR
211178;5088;1;J;Independiente Formal
208694;13836;1;F;Empleado ER
185604;11001;1;J;Independiente Formal
161131;25290;1;U;Universitario
188429;5088;1;J;Independiente Formal
196869;11001;1;I;Independiente
137018;50001;1;I;Independiente
218090;54001;1;J;Independiente Formal
218116;50568;1;J;Independiente Formal
180206;11001;1;I;Independiente
183191;85001;1;E;Empleado
184007;11001;1;H;Empleado ENR
225360;76001;1;F;Empleado ER
233505;5631;1;F;Empleado ER
182804;5318;1;T;Transportador
108316;8001;1;;
231721;50001;1;J;Independiente Formal
224438;54001;1;J;Independiente Formal
182644;50001;1;J;Independiente Formal
235850;54001;1;J;Independiente Formal
227135;76001;1;H;Empleado ENR
226330;11001;1;J;Independiente Formal
183878;11001;1;;
203983;25815;1;G;Ganadero
203793;8001;1;F;Empleado ER
221325;11001;1;J;Independiente Formal
205725;68229;1;K;Independiente Informal
186301;11001;1;;
215825;5001;1;J;Independiente Formal
189065;11001;1;H;Empleado ENR
191745;11001;1;;
186524;5615;1;N;Comerciante
221804;54001;1;J;Independiente Formal
217742;54874;1;F;Empleado ER
195158;11001;1;J;Independiente Formal
217124;11001;1;F;Empleado ER
233463;54001;1;J;Independiente Formal
195753;76364;1;J;Independiente Formal
213764;66001;1;J;Independiente Formal
210633;5001;1;F;Empleado ER
212122;11001;1;J;Independiente Formal
201165;76001;1;N;Comerciante
178239;11001;1;K;Independiente Informal
225767;73001;1;J;Independiente Formal
201929;76001;1;H;Empleado ENR
152557;11001;1;E;Empleado
167033;25200;1;I;Independiente
226356;8001;1;H;Empleado ENR
185149;76001;1;;
213277;11001;1;F;Empleado ER
233660;54001;1;F;Empleado ER
227617;11001;1;K;Independiente Informal
203999;25754;1;H;Empleado ENR
223258;54405;1;U;Universitario
199678;5001;1;F;Empleado ER
224022;11001;1;J;Independiente Formal
126771;11001;1;I;Independiente
224779;68276;1;J;Independiente Formal
200722;25286;1;N;Comerciante
230746;54874;1;J;Independiente Formal
233744;54874;1;J;Independiente Formal
233170;11001;1;K;Independiente Informal
234745;54001;1;J;Independiente Formal
218441;54874;1;J;Independiente Formal
221342;54874;1;J;Independiente Formal
225531;54874;1;J;Independiente Formal
235863;54874;1;J;Independiente Formal
152626;25473;1;;
229444;54001;1;J;Independiente Formal
221648;54874;1;J;Independiente Formal
232533;11001;1;J;Independiente Formal
205112;50001;1;H;Empleado ENR
216376;85001;1;F;Empleado ER
227663;85400;1;K;Independiente Informal
201595;11001;1;O;Contratista
163229;50001;1;I;Independiente
227756;50001;1;N;Comerciante
223721;11001;1;F;Empleado ER
199553;13001;1;J;Independiente Formal
184141;11001;1;;
233673;54001;1;J;Independiente Formal
159211;11001;1;;
235267;54001;1;J;Independiente Formal
203748;13001;1;E;Empleado
224629;11001;1;K;Independiente Informal
189205;11001;1;K;Independiente Informal
200789;11001;1;K;Independiente Informal
225022;8001;1;F;Empleado ER
191913;54001;1;;
204979;25473;1;J;Independiente Formal
174182;5001;1;H;Empleado ENR
198942;11001;1;J;Independiente Formal
159902;11001;1;I;Independiente
136983;76001;1;;
199716;11001;1;F;Empleado ER
166581;11001;1;E;Empleado
192249;11001;1;J;Independiente Formal
189857;11001;1;H;Empleado ENR
164490;11001;1;I;Independiente
191648;11001;1;H;Empleado ENR
136265;11001;1;;
172307;11001;1;;
172406;5001;1;H;Empleado ENR
223890;11001;1;H;Empleado ENR
197086;11001;1;H;Empleado ENR
232907;68081;1;J;Independiente Formal
226099;8638;1;J;Independiente Formal
149389;11001;1;E;Empleado
234378;8001;1;J;Independiente Formal
152335;76001;1;E;Empleado
167782;11001;1;;
211415;11001;1;O;Contratista
209353;54001;1;J;Independiente Formal
226371;8758;1;J;Independiente Formal
136007;11001;1;;
216445;8433;1;J;Independiente Formal
235368;11001;1;J;Independiente Formal
211023;25175;1;F;Empleado ER
197771;11001;1;;
213403;11001;1;K;Independiente Informal
127782;25175;1;E;Empleado
147591;11001;1;;
198582;11001;1;F;Empleado ER
175383;76001;1;J;Independiente Formal
217116;5380;1;J;Independiente Formal
235901;11001;1;K;Independiente Informal
233431;76001;1;N;Comerciante
215990;76001;1;N;Comerciante
179908;13001;1;H;Empleado ENR
141096;13001;1;;
209627;13001;1;F;Empleado ER
202130;13001;1;F;Empleado ER
224621;13001;1;F;Empleado ER
218980;11001;1;K;Independiente Informal
141455;13001;1;E;Empleado
174200;8001;1;E;Empleado
190017;13001;1;H;Empleado ENR
170596;13001;1;;
171936;13001;1;H;Empleado ENR
179160;13001;1;F;Empleado ER
157438;68081;1;;
119494;11001;1;E;Empleado
133451;66001;1;E;Empleado
195243;13001;1;F;Empleado ER
220084;13001;1;J;Independiente Formal
123006;68081;1;;
172097;13838;1;F;Empleado ER
204176;13001;1;F;Empleado ER
177488;11001;1;;
210664;13001;1;F;Empleado ER
229828;13001;1;J;Independiente Formal
216100;11001;1;J;Independiente Formal
181840;13836;1;;
167900;13001;1;E;Empleado
193135;8758;1;;
137289;13001;1;E;Empleado
166929;13001;1;I;Independiente
203303;13001;1;N;Comerciante
210690;13001;1;F;Empleado ER
202330;13001;1;F;Empleado ER
132355;13001;1;;
174673;13001;1;F;Empleado ER
217153;13001;1;F;Empleado ER
215854;13001;1;J;Independiente Formal
201882;13001;1;H;Empleado ENR
173002;13001;1;F;Empleado ER
215556;8001;1;F;Empleado ER
192636;25175;1;E;Empleado
209333;13001;1;J;Independiente Formal
218465;5001;1;F;Empleado ER
146834;13001;1;E;Empleado
165981;41001;1;I;Independiente
172504;13001;1;F;Empleado ER
171912;13001;1;F;Empleado ER
172975;13001;1;H;Empleado ENR
180513;11001;1;H;Empleado ENR
179858;8001;1;I;Independiente
195764;13001;1;T;Transportador
199932;13001;1;F;Empleado ER
215758;5615;1;J;Independiente Formal
227013;13001;1;J;Independiente Formal
234439;11001;1;H;Empleado ENR
236809;50001;1;F;Empleado ER
228435;11001;1;T;Transportador
191192;50606;1;U;Universitario
218787;11001;1;N;Comerciante
187262;11001;1;;
222606;11001;1;F;Empleado ER
219976;5001;1;F;Empleado ER
174887;5001;1;;
183439;5001;1;J;Independiente Formal
182852;5001;1;;
230691;5360;1;T;Transportador
194225;5001;1;N;Comerciante
185651;5001;1;;
219443;5001;1;J;Independiente Formal
214899;5001;1;K;Independiente Informal
216418;5088;1;K;Independiente Informal
193758;5148;1;;
201392;5266;1;J;Independiente Formal
194180;5001;1;F;Empleado ER
197730;5001;1;J;Independiente Formal
221411;11001;1;J;Independiente Formal
191571;5001;1;F;Empleado ER
192540;5001;1;J;Independiente Formal
214396;5001;1;J;Independiente Formal
180056;5001;1;K;Independiente Informal
160665;5001;1;;
194011;11001;1;J;Independiente Formal
209467;5001;1;F;Empleado ER
165644;11001;1;;
226626;5440;1;F;Empleado ER
203677;5001;1;H;Empleado ENR
133850;13001;1;I;Independiente
167999;5001;1;F;Empleado ER
197100;5001;1;F;Empleado ER
209613;5001;1;J;Independiente Formal
208924;11001;1;J;Independiente Formal
113966;5001;1;;
160465;5088;1;I;Independiente
182521;5088;1;T;Transportador
222994;11001;1;J;Independiente Formal
213876;5001;1;J;Independiente Formal
169018;5001;1;I;Independiente
122666;11001;1;I;Independiente
168448;5001;1;J;Independiente Formal
225457;5266;1;J;Independiente Formal
190717;5380;1;;
221701;5001;1;J;Independiente Formal
223053;5001;1;T;Transportador
183745;5001;1;J;Independiente Formal
196535;5001;1;F;Empleado ER
213325;5001;1;J;Independiente Formal
224980;5360;1;T;Transportador
223273;5001;1;J;Independiente Formal
200972;5001;1;J;Independiente Formal
229040;5001;1;J;Independiente Formal
220005;5088;1;K;Independiente Informal
219349;5001;1;J;Independiente Formal
171960;5001;1;;
181853;5001;1;;
189445;11001;1;F;Empleado ER
224091;5001;1;F;Empleado ER
193760;5001;1;J;Independiente Formal
215919;66001;1;F;Empleado ER
219502;5001;1;F;Empleado ER
175967;5001;1;J;Independiente Formal
140901;5001;1;E;Empleado
183548;5360;1;J;Independiente Formal
199451;5001;1;H;Empleado ENR
224712;5001;1;K;Independiente Informal
219160;5001;1;T;Transportador
190323;11001;1;F;Empleado ER
204599;5001;1;N;Comerciante
208915;5631;1;F;Empleado ER
176889;5001;1;;
215727;5376;1;J;Independiente Formal
233037;5001;1;F;Empleado ER
196741;5001;1;F;Empleado ER
214759;5631;1;J;Independiente Formal
236007;5001;1;J;Independiente Formal
212171;5360;1;J;Independiente Formal
205609;11001;1;K;Independiente Informal
232431;5001;1;J;Independiente Formal
202115;5001;1;T;Transportador
171874;76001;1;F;Empleado ER
231960;5001;1;J;Independiente Formal
167619;5001;1;;
201320;5001;1;N;Comerciante
179255;5001;1;K;Independiente Informal
178875;5001;1;H;Empleado ENR
217943;5001;1;J;Independiente Formal
237233;5001;1;F;Empleado ER
151179;5001;1;;
228113;5088;1;F;Empleado ER
192845;5001;1;H;Empleado ENR
138335;5088;1;E;Empleado
216381;5001;1;J;Independiente Formal
216921;11001;1;J;Independiente Formal
230331;5360;1;J;Independiente Formal
230875;5001;1;J;Independiente Formal
227661;5001;1;J;Independiente Formal
129684;5001;1;;
234906;5001;1;J;Independiente Formal
206346;5001;1;T;Transportador
172762;11001;1;J;Independiente Formal
214511;5686;1;F;Empleado ER
181745;5360;1;T;Transportador
224012;5001;1;J;Independiente Formal
228250;25175;1;N;Comerciante
190098;5001;1;H;Empleado ENR
198423;5001;1;F;Empleado ER
157889;5631;1;;
164111;5001;1;E;Empleado
205746;5001;1;T;Transportador
194883;5266;1;J;Independiente Formal
235428;11001;1;F;Empleado ER
168614;5001;1;;
150817;5001;1;;
220488;5212;1;J;Independiente Formal
236483;5001;1;F;Empleado ER
203030;5001;1;R;Rentista de Capital
129597;5001;1;;
225572;11001;1;F;Empleado ER
209643;5001;1;J;Independiente Formal
234982;5001;1;K;Independiente Informal
223500;5001;1;F;Empleado ER
227814;5001;1;J;Independiente Formal
230657;5001;1;F;Empleado ER
203899;5001;1;T;Transportador
193655;5001;1;J;Independiente Formal
186660;5001;1;K;Independiente Informal
194979;5088;1;I;Independiente
204461;11001;1;K;Independiente Informal
231322;50313;1;T;Transportador
209354;50001;1;U;Universitario
232060;5001;1;J;Independiente Formal
232185;73001;1;F;Empleado ER
222317;8758;1;J;Independiente Formal
211526;8001;1;F;Empleado ER
94630;8001;1;;
196788;8001;1;I;Independiente
201998;25754;1;H;Empleado ENR
209773;8001;1;T;Transportador
153781;8001;1;I;Independiente
212173;8001;1;F;Empleado ER
214585;8001;1;J;Independiente Formal
217883;8001;1;F;Empleado ER
187178;8001;1;F;Empleado ER
187614;8001;1;J;Independiente Formal
143345;8001;1;E;Empleado
185546;8296;1;A;Ama de casa
214028;8001;1;F;Empleado ER
235102;8001;1;F;Empleado ER
169555;8001;1;H;Empleado ENR
161041;8001;1;I;Independiente
203957;8001;1;F;Empleado ER
230107;73001;1;J;Independiente Formal
216672;8001;1;T;Transportador
197682;8001;1;J;Independiente Formal
207084;13001;1;F;Empleado ER
116389;8001;1;;
222036;8433;1;J;Independiente Formal
161155;8758;1;E;Empleado
222562;8758;1;F;Empleado ER
120368;68001;1;E;Empleado
204792;8001;1;F;Empleado ER
221392;8001;1;J;Independiente Formal
236096;8758;1;J;Independiente Formal
128606;47001;1;;
182003;8001;1;F;Empleado ER
156788;8573;1;I;Independiente
142155;8001;1;E;Empleado
197878;8758;1;H;Empleado ENR
169282;8001;1;N;Comerciante
166574;8758;1;E;Empleado
194511;8001;1;J;Independiente Formal
208221;8001;1;E;Empleado
230952;8758;1;F;Empleado ER
208417;8001;1;F;Empleado ER
220358;8001;1;F;Empleado ER
162817;76001;1;;
179804;8001;1;T;Transportador
235161;8001;1;J;Independiente Formal
148077;5045;1;E;Empleado
159154;8001;1;I;Independiente
193463;8758;1;F;Empleado ER
170732;8001;1;F;Empleado ER
204411;11001;1;H;Empleado ENR
223291;8001;1;F;Empleado ER
229279;11001;1;H;Empleado ENR
129184;8001;1;E;Empleado
206522;47001;1;J;Independiente Formal
177227;11001;1;;
123239;8001;1;E;Empleado
234422;8758;1;F;Empleado ER
182646;8296;1;;
178169;11001;1;F;Empleado ER
201313;8573;1;F;Empleado ER
161589;8001;1;;
147123;8573;1;E;Empleado
191916;47001;1;H;Empleado ENR
210788;11001;1;F;Empleado ER
181376;8758;1;F;Empleado ER
212298;8001;1;F;Empleado ER
116263;76622;1;;
188292;8001;1;T;Transportador
170331;8758;1;T;Transportador
190280;11001;1;F;Empleado ER
200593;8685;1;F;Empleado ER
183865;13001;1;;
149368;8001;1;E;Empleado
212320;11001;1;F;Empleado ER
224048;8001;1;J;Independiente Formal
174743;8001;1;E;Empleado
211095;11001;1;H;Empleado ENR
156679;8001;1;;
198772;8001;1;F;Empleado ER
156173;8758;1;E;Empleado
193993;8001;1;F;Empleado ER
225666;8001;1;H;Empleado ENR
194226;8001;1;J;Independiente Formal
138830;8001;1;E;Empleado
181403;11001;1;F;Empleado ER
231097;8001;1;J;Independiente Formal
234082;11001;1;H;Empleado ENR
200735;8433;1;F;Empleado ER
167844;8001;1;T;Transportador
191821;11001;1;A;Ama de casa
222878;8001;1;F;Empleado ER
225250;8001;1;J;Independiente Formal
118653;13836;1;E;Empleado
184966;8001;1;;
212517;8001;1;J;Independiente Formal
212359;8001;1;F;Empleado ER
221920;8001;1;J;Independiente Formal
181379;8758;1;;
181060;11001;1;K;Independiente Informal
229612;8758;1;J;Independiente Formal
169946;8758;1;J;Independiente Formal
168201;8001;1;J;Independiente Formal
208115;8758;1;J;Independiente Formal
168153;8001;1;H;Empleado ENR
237345;8758;1;J;Independiente Formal
199533;8001;1;J;Independiente Formal
203835;8001;1;N;Comerciante
173587;8001;1;H;Empleado ENR
191914;8001;1;F;Empleado ER
227606;8001;1;J;Independiente Formal
218859;25175;1;J;Independiente Formal
177498;8001;1;K;Independiente Informal
168600;8001;1;;
189662;8001;1;F;Empleado ER
201256;11001;1;J;Independiente Formal
228759;8001;1;O;Contratista
121982;8001;1;E;Empleado
173814;76001;1;;
204692;25214;1;J;Independiente Formal
191654;11001;1;H;Empleado ENR
194589;76001;1;H;Empleado ENR
219496;76130;1;T;Transportador
171262;50001;1;J;Independiente Formal
204945;76001;1;I;Independiente
190103;76001;1;F;Empleado ER
224789;76001;1;G;Ganadero
206725;76001;1;J;Independiente Formal
236914;76001;1;H;Empleado ENR
219052;76001;1;I;Independiente
175192;76001;1;J;Independiente Formal
184285;76834;1;K;Independiente Informal
197927;76001;1;J;Independiente Formal
195503;76001;1;;
185854;76001;1;F;Empleado ER
223115;76001;1;J;Independiente Formal
190309;76001;1;;
223578;52356;1;K;Independiente Informal
199299;76001;1;J;Independiente Formal
164045;76001;1;I;Independiente
213103;76001;1;F;Empleado ER
209602;25175;1;H;Empleado ENR
189200;11001;1;F;Empleado ER
192079;76001;1;;
131892;76001;1;;
201341;76001;1;J;Independiente Formal
200570;76001;1;K;Independiente Informal
176436;76001;1;;
178986;76001;1;J;Independiente Formal
220404;76001;1;K;Independiente Informal
165812;76001;1;I;Independiente
189958;76001;1;H;Empleado ENR
176407;76001;1;H;Empleado ENR
225284;76001;1;F;Empleado ER
225092;76001;1;F;Empleado ER
207361;76001;1;J;Independiente Formal
157791;66001;1;E;Empleado
236573;76001;1;J;Independiente Formal
211244;76001;1;J;Independiente Formal
107452;76001;1;E;Empleado
180101;11001;1;F;Empleado ER
154842;76001;1;I;Independiente
216938;76001;1;J;Independiente Formal
164225;76001;1;E;Empleado
174824;76130;1;;
220016;76364;1;J;Independiente Formal
219495;76001;1;J;Independiente Formal
150655;76001;1;;
233045;76520;1;N;Comerciante
186493;76001;1;J;Independiente Formal
188990;11001;1;;
212964;76001;1;J;Independiente Formal
213050;66001;1;F;Empleado ER
172113;76001;1;F;Empleado ER
201372;76364;1;F;Empleado ER
201539;47001;1;T;Transportador
158878;76001;1;;
228858;76130;1;N;Comerciante
116299;13001;1;I;Independiente
123147;76001;1;;
65118;11001;1;E;Empleado
228456;11001;1;F;Empleado ER
193428;76001;1;J;Independiente Formal
187391;76001;1;J;Independiente Formal
176976;76001;1;;
181027;76001;1;J;Independiente Formal
233882;50001;1;H;Empleado ENR
131051;11001;1;;
201312;76001;1;J;Independiente Formal
209645;76001;1;F;Empleado ER
203795;73001;1;F;Empleado ER
148408;76001;1;I;Independiente
220235;76001;1;J;Independiente Formal
229908;76892;1;O;Contratista
186623;76364;1;F;Empleado ER
200627;76364;1;I;Independiente
230059;76001;1;T;Transportador
175962;76001;1;J;Independiente Formal
189863;76001;1;;
204326;76001;1;F;Empleado ER
181352;76001;1;T;Transportador
143662;76001;1;I;Independiente
173106;76001;1;F;Empleado ER
218099;76001;1;F;Empleado ER
176910;76001;1;P;Pensionado
115846;76001;1;E;Empleado
182681;76001;1;H;Empleado ENR
224208;66001;1;F;Empleado ER
176747;76001;1;F;Empleado ER
136057;76001;1;E;Empleado
174549;76001;1;F;Empleado ER
203217;76001;1;J;Independiente Formal
192168;76001;1;J;Independiente Formal
226553;76001;1;T;Transportador
233657;76001;1;J;Independiente Formal
170835;76001;1;;
165274;76001;1;;
206573;76001;1;J;Independiente Formal
182487;76364;1;N;Comerciante
194707;76001;1;H;Empleado ENR
178500;76001;1;E;Empleado
157972;76001;1;E;Empleado
201401;76001;1;H;Empleado ENR
198152;76275;1;J;Independiente Formal
170897;25754;1;J;Independiente Formal
233095;76892;1;F;Empleado ER
144025;76001;1;;
231234;76520;1;F;Empleado ER
232018;76001;1;J;Independiente Formal
214407;76001;1;J;Independiente Formal
225194;76001;1;N;Comerciante
225535;76001;1;R;Rentista de Capital
141742;76001;1;I;Independiente
212143;76001;1;J;Independiente Formal
161535;76001;1;I;Independiente
212332;76364;1;F;Empleado ER
134103;76001;1;E;Empleado
199447;25898;1;H;Empleado ENR
203641;76001;1;E;Empleado
157427;76001;1;J;Independiente Formal
139132;11001;1;E;Empleado
234151;25126;1;J;Independiente Formal
211466;76001;1;F;Empleado ER
202672;76001;1;I;Independiente
221219;76001;1;U;Universitario
165377;76001;1;E;Empleado
207399;76892;1;F;Empleado ER
168389;76001;1;F;Empleado ER
197732;76001;1;F;Empleado ER
226068;50001;1;N;Comerciante
207129;76001;1;A;Ama de casa
172110;76892;1;;
154265;76001;1;I;Independiente
159687;76001;1;E;Empleado
213242;76001;1;K;Independiente Informal
214680;5001;1;T;Transportador
198552;76001;1;E;Empleado
190624;76001;1;;
194121;76001;1;J;Independiente Formal
190355;76001;1;;
212236;76001;1;N;Comerciante
235835;76001;1;F;Empleado ER
235230;76001;1;J;Independiente Formal
150334;76001;1;;
148181;76001;1;E;Empleado
164921;76364;1;E;Empleado
149384;76001;1;I;Independiente
177778;76001;1;T;Transportador
210437;76001;1;J;Independiente Formal
171038;76001;1;;
234520;76001;1;K;Independiente Informal
211076;11001;1;J;Independiente Formal
164211;76001;1;E;Empleado
226960;76001;1;H;Empleado ENR
159878;11001;1;I;Independiente
141251;76001;1;;
216950;76001;1;F;Empleado ER
201625;76001;1;F;Empleado ER
209938;8001;1;J;Independiente Formal
198570;76001;1;F;Empleado ER
187608;76109;1;J;Independiente Formal
182703;76001;1;J;Independiente Formal
209747;76001;1;T;Transportador
164737;76001;1;A;Ama de casa
219955;76001;1;U;Universitario
171642;76001;1;F;Empleado ER
218864;76001;1;H;Empleado ENR
184171;76001;1;I;Independiente
173609;76892;1;O;Contratista
143053;76892;1;E;Empleado
152057;76520;1;E;Empleado
216154;76001;1;K;Independiente Informal
135126;76001;1;E;Empleado
231251;76001;1;R;Rentista de Capital
211376;66001;1;J;Independiente Formal
114431;76001;1;E;Empleado
155251;76001;1;I;Independiente
129963;76001;1;E;Empleado
167348;76001;1;E;Empleado
184750;76001;1;;
176653;76364;1;H;Empleado ENR
165494;76001;1;;
183322;76001;1;J;Independiente Formal
225346;76001;1;N;Comerciante
179990;76001;1;K;Independiente Informal
152436;76001;1;E;Empleado
123982;11001;1;;
218942;76001;1;F;Empleado ER
122503;76001;1;E;Empleado
130200;76001;1;I;Independiente
229075;76001;1;N;Comerciante
224544;76001;1;J;Independiente Formal
193289;76001;1;J;Independiente Formal
180894;76001;1;F;Empleado ER
174001;76001;1;;
233225;76001;1;J;Independiente Formal
217371;76001;1;F;Empleado ER
129610;76364;1;;
231464;76001;1;H;Empleado ENR
142286;76001;1;E;Empleado
217079;76001;1;F;Empleado ER
167636;76001;1;;
143598;76001;1;I;Independiente
234278;76001;1;A;Ama de casa
180090;76001;1;;
