"credito";"codigo_ciudad";"cliente_tipo_identificacion";"codigo_ocupacion"
231014;52356;1;H
162833;11001;1;E
232583;73001;1;K
210920;11001;1;F
229108;11001;1;H
133071;11001;1;""
204730;73449;1;K
179917;11001;1;J
226370;11001;1;H
233162;11001;1;T
206806;73217;1;J
220820;11001;1;K
227765;11001;1;K
169636;11001;1;O
229800;76364;1;F
151096;76364;1;I
184112;11001;1;J
196111;76001;1;J
175865;76001;1;F
224641;76001;1;N
220767;76001;1;F
162093;76001;1;""
205533;76001;1;H
215595;76001;1;J
228641;5001;1;N
217327;76001;1;O
201158;76001;1;J
191013;76364;1;F
188213;76001;1;N
231880;76001;1;K
163705;76001;1;I
203327;76001;1;K
221011;76364;1;J
147664;76001;1;I
190333;76001;1;J
163034;76001;1;""
228053;66001;1;G
195534;76001;1;J
207921;76001;1;J
195584;76834;1;""
235081;76001;1;F
182326;76001;1;K
141633;76001;1;E
201213;76001;1;O
146644;11001;1;""
168070;76892;1;F
122240;76364;1;""
213552;76001;1;J
212434;76001;1;H
199666;76001;1;J
140578;76001;1;I
172908;76001;1;""
219942;76001;1;F
226173;76001;1;F
165513;76001;1;""
144463;76001;1;E
221559;76001;1;U
199945;76001;1;J
233432;76001;1;F
182964;11001;1;""
155522;76001;1;E
209974;76001;1;T
198586;76001;1;J
167630;76001;1;""
202428;11001;1;J
237142;76001;1;J
146193;76001;1;E
230110;76001;1;F
232714;76001;1;F
172593;76001;1;J
169229;76001;1;J
196591;76130;1;F
205943;76001;1;F
186121;76001;1;J
199532;76001;1;J
180237;76001;1;H
223954;76364;1;F
222889;76364;1;K
167711;76001;1;E
171424;76001;1;J
209379;76001;1;U
229781;76001;1;K
207258;76001;1;H
148574;76001;1;""
212231;76001;1;T
212520;76001;1;J
181905;76001;1;T
221147;76001;1;J
211439;76001;1;J
209833;76001;1;N
218910;76001;1;F
200710;76001;1;J
222370;76001;1;K
208905;76001;1;H
132065;76001;1;E
211555;76001;1;H
128868;76001;1;""
200836;11001;1;H
176232;76834;1;F
235929;76001;1;F
210579;76001;1;K
174278;76001;1;U
193678;76001;1;J
208176;76001;1;F
232848;76001;1;J
191270;76001;1;F
203709;76001;1;N
202961;76001;1;J
236148;76001;1;F
230334;76001;1;J
191901;76001;1;H
205041;76001;1;J
223432;76001;1;N
188436;76001;1;J
165985;76001;1;""
196800;76001;1;F
235306;76001;1;J
230655;76111;1;K
221976;76001;1;F
235486;76364;1;P
126077;50001;1;E
161903;73411;1;I
228258;73001;1;F
190358;25307;1;N
220514;73275;1;K
215932;11001;1;O
235305;11001;1;T
223531;73001;1;F
177993;11001;1;N
221483;11001;1;K
206585;11001;1;K
216517;11001;1;F
210790;73319;1;G
232884;11001;1;F
225623;73001;1;J
213935;73504;1;J
208468;73624;1;J
205855;73001;1;T
114790;73001;1;I
220765;73001;1;J
213272;73001;1;H
232094;63130;1;F
212617;11001;1;K
188390;11001;1;F
236186;73001;1;T
218024;11001;1;J
209723;73283;1;R
207473;73443;1;J
219164;11001;1;F
177533;66001;1;""
229147;73283;1;K
183163;11001;1;E
188366;11001;1;F
235654;11001;1;J
224508;11001;1;H
194948;17001;1;H
172772;73408;1;J
212623;73408;1;J
220889;73055;1;T
181653;11001;1;""
211284;73408;1;J
230216;73411;1;F
237410;11001;1;F
214261;73001;1;N
217117;11001;1;K
214162;73001;1;J
212131;73555;1;T
183038;11001;1;T
177101;11001;1;""
191551;25307;1;J
219123;73671;1;J
206364;73217;1;J
148440;25740;1;I
179699;11001;1;E
227249;11001;1;H
207082;25126;1;J
237496;25754;1;J
221937;5001;1;F
187461;73001;1;J
221498;11001;1;K
230578;25754;1;N
199900;11001;1;K
211994;73236;1;J
198237;11001;1;J
214788;73001;1;K
143083;11001;1;E
157448;11001;1;E
206363;50001;1;F
227957;66170;1;K
146744;25754;1;E
205432;25754;1;F
232332;68001;1;J
221020;11001;1;T
165082;73001;1;E
221189;73443;1;J
217322;25307;1;N
182531;73001;1;""
176581;11001;1;""
175890;11001;1;""
218652;73001;1;H
211655;73001;1;H
164405;76001;1;E
200311;73001;1;E
221689;25430;1;H
183124;11001;1;""
212376;11001;1;E
216664;73001;1;F
226487;25754;1;H
215470;11001;1;J
195945;73001;1;K
209605;73001;1;J
219192;11001;1;J
218240;73001;1;T
184354;50001;1;""
233767;73001;1;K
237369;73001;1;K
217091;73001;1;T
200724;73001;1;F
217833;73001;1;F
209893;73001;1;F
167997;73001;1;H
176815;73001;1;F
178833;73001;1;""
186209;73001;1;H
214889;11001;1;F
233284;73001;1;F
229851;73001;1;F
214210;73001;1;J
223567;73001;1;H
192443;73001;1;""
228612;11001;1;F
210021;73001;1;O
225850;25286;1;H
207146;73001;1;F
200389;73001;1;F
221033;11001;1;J
234788;73001;1;T
191875;5001;1;""
200425;73001;1;F
204774;73001;1;J
228545;73275;1;F
206897;11001;1;F
231849;73001;1;T
232485;73001;1;F
201710;73001;1;F
196100;73001;1;F
173853;11001;1;H
224249;73001;1;N
231454;73001;1;J
187696;73001;1;""
231295;73001;1;F
179831;25175;1;""
201752;73001;1;F
194614;73001;1;F
215152;73001;1;J
186836;11001;1;""
222462;73001;1;K
232003;73001;1;J
211352;73001;1;F
169862;73001;1;F
234729;5001;1;T
180054;73001;1;""
209441;73001;1;C
232193;73001;1;F
207724;8758;1;T
186893;73001;1;K
167451;73001;1;I
194873;73001;1;F
168816;11001;1;""
180706;25754;1;F
215112;73001;1;J
228943;73001;1;F
157727;73001;1;I
211698;73001;1;T
218613;5088;1;K
219179;73001;1;J
200471;73001;1;F
236185;73001;1;K
158784;11001;1;I
225774;73001;1;K
173661;73001;1;F
164848;11001;1;E
217330;11001;1;F
175963;73001;1;F
180242;73001;1;O
221371;73001;1;J
209982;73001;1;F
208532;73001;1;F
207011;73001;1;J
212446;11001;1;K
221015;73001;1;F
212079;73001;1;J
172683;11001;1;F
171546;73001;1;F
228099;73001;1;K
227944;73001;1;J
224585;73001;1;K
175971;73001;1;F
220423;11001;1;T
193574;11001;1;F
198277;73001;1;O
143732;73001;1;E
207057;73001;1;J
204956;73001;1;K
202262;73001;1;J
195328;73861;1;O
218172;11001;1;H
224748;73001;1;J
213749;73001;1;J
171748;73001;1;J
231441;11001;1;K
201841;73001;1;O
183125;73001;1;""
220719;73001;1;F
184689;11001;1;K
212088;11001;1;F
199837;85001;1;H
158224;73001;1;E
211929;11001;1;F
174062;73001;1;K
210977;11001;1;F
191306;11001;1;""
193693;11001;1;F
224637;85440;1;K
195042;73001;1;T
208006;73001;1;J
183203;73001;1;""
191568;11001;1;F
210857;66001;1;J
212724;73001;1;O
225152;25754;1;H
156550;11001;1;I
221082;73001;1;J
174779;11001;1;H
223666;73001;1;H
233879;52356;1;F
148529;73001;1;""
226485;11001;1;J
214651;73001;1;J
217230;73001;1;K
193782;73001;1;K
192367;11001;1;""
215139;73001;1;K
164850;11001;1;E
237179;73001;1;J
126060;11001;1;E
221999;73026;1;J
193729;73001;1;J
175790;73001;1;R
225144;73001;1;J
227939;73001;1;J
199175;11001;1;F
175705;73001;1;J
213761;73001;1;F
231962;73001;1;J
224861;73001;1;H
178560;25875;1;J
212311;11001;1;F
209174;11001;1;H
179158;73001;1;J
193139;11001;1;F
185547;73001;1;J
226811;11001;1;J
225890;11001;1;F
236703;73001;1;H
167287;73001;1;E
177734;73001;1;F
227241;73563;1;J
169758;73001;1;U
175162;73001;1;F
205741;73001;1;K
181296;73001;1;H
152855;11001;1;""
213979;73001;1;F
166879;73001;1;I
167341;63001;1;U
134122;73001;1;E
227038;47001;1;J
226530;11001;1;J
213494;73001;1;F
234690;41001;1;N
224107;73001;1;C
179785;13001;1;F
184311;73001;1;H
171693;73001;1;""
231935;25175;1;J
211274;73001;1;F
219919;73001;1;J
209696;73001;1;F
219800;73001;1;J
170917;50001;1;I
202947;73001;1;J
198156;50001;1;F
235376;73001;1;K
229634;73001;1;J
218163;73001;1;K
172674;73001;1;""
191159;73001;1;F
230016;73001;1;F
204523;73001;1;O
195940;73001;1;F
216251;73001;1;K
214884;11001;1;J
225267;73001;1;F
223285;73001;1;J
182735;11001;1;O
213579;73001;1;K
225667;73001;1;F
198881;73001;1;I
186529;15001;1;F
226195;73001;1;K
194878;73001;1;F
234801;73001;1;J
234888;73001;1;K
207076;73001;1;J
215484;73001;1;J
237056;73001;1;K
225082;73001;1;J
217986;73001;1;K
216045;63001;1;H
191327;73001;1;J
218312;25295;1;F
234725;54001;1;H
233334;73001;1;J
200630;73001;1;F
234469;73268;1;O
171666;73001;1;""
210038;11001;1;H
224853;73001;1;F
226837;73001;1;F
176762;73001;1;""
233426;11001;1;T
218767;73001;1;J
202039;73001;1;F
176853;11001;1;K
210175;73001;1;J
233951;73001;1;J
228055;73001;1;K
228396;11001;1;J
222611;73001;1;J
203338;73001;1;T
212859;73001;1;K
205662;73001;1;F
218962;73001;1;H
225086;73001;1;G
228470;41551;1;T
177368;73001;1;F
225275;73001;1;J
217233;73001;1;H
184195;73001;1;H
216709;73001;1;K
226642;73001;1;J
221324;73001;1;H
235097;73001;1;N
166890;73001;1;E
222875;73001;1;J
232877;11001;1;F
206768;73001;1;T
224811;73001;1;K
227418;73001;1;O
194596;73001;1;""
234409;8001;1;F
209676;73001;1;J
234947;73001;1;K
236781;73001;1;K
232906;73001;1;F
227568;73001;1;K
222534;73001;1;K
221421;73001;1;F
197482;73001;1;H
233787;73001;1;J
210823;50001;1;H
229063;73001;1;J
227653;73001;1;K
209547;11001;1;F
188493;11001;1;J
198506;11001;1;H
237119;73055;1;J
209317;11001;1;J
195899;73443;1;F
229203;73443;1;J
211770;73443;1;J
226736;11001;1;K
237524;73001;1;J
206263;11001;1;J
229986;11001;1;N
211950;76001;1;U
144186;76001;1;I
189751;76001;1;""
182922;76109;1;F
180871;76109;1;J
184504;76109;1;""
227002;76109;1;J
190441;76001;1;H
233448;76001;1;J
188606;76109;1;H
177673;76364;1;""
234255;76109;1;J
174733;76130;1;H
218160;76001;1;J
237122;76109;1;F
226552;76001;1;J
193461;76109;1;F
234582;76109;1;K
204875;76109;1; 
103729;76130;1;E
232243;76001;1;T
208330;76109;1;F
187250;76109;1;""
173355;76001;1;F
236565;76001;1;J
216030;76109;1;F
195086;76109;1;J
188657;76001;1;""
148936;76109;1;""
229411;76001;1;K
224487;76001;1;T
188196;76670;1;J
210303;76109;1;E
209425;76001;1;U
209687;76001;1;J
214208;76001;1;J
201779;76001;1;N
141346;76109;1;""
188036;76109;1;U
220965;76001;1;J
185162;76109;1;U
175098;76834;1;F
204464;11001;1;F
236674;50568;1;F
131302;68081;1;I
187364;25200;1;F
173396;76520;1;J
224780;76563;1;F
207013;76563;1;J
158070;76563;1;E
211027;76736;1;N
193865;76364;1;F
232215;76364;1;J
197152;76001;1;""
189237;76001;1;""
215368;54001;1;J
131458;76364;1;E
188398;18001;1;E
208711;76001;1;F
219736;76001;1;N
217368;76001;1;F
220279;76364;1;H
158756;76001;1;I
179031;76001;1;F
206164;76892;1;J
194021;76364;1;F
233078;76364;1;R
179344;76001;1;""
212543;76001;1;F
200777;76364;1;H
212978;76001;1;K
211276;76001;1;N
193473;76001;1;J
220772;11001;1;H
141773;76364;1;""
174365;76001;1;H
209646;76001;1;H
158704;76364;1;E
198108;76001;1;J
157632;76364;1;E
193219;76001;1;F
211581;25754;1;K
219411;11001;1;J
224567;76364;1;J
170293;76364;1;F
211629;76001;1;J
228996;76001;1;J
226184;76001;1;H
201192;76001;1;H
208901;76001;1;J
227960;76364;1;T
235303;76364;1;J
213280;76364;1;J
191091;76364;1;U
229074;76001;1;J
203596;76364;1;J
207593;76364;1;J
232083;76130;1;T
216275;76400;1;J
232737;11001;1;N
216498;76001;1;N
184069;76400;1;J
162210;76400;1;I
182259;76364;1;""
204466;66001;1;H
222503;11001;1;J
204553;76147;1;J
202001;76147;1;J
217441;76147;1;H
175450;76147;1;""
156175;76147;1;A
223353;11001;1;N
235872;76147;1;T
195893;11001;1;F
204056;66001;1;J
185285;76147;1;""
170403;11001;1;H
208790;76147;1;J
197076;68001;1;K
211819;50001;1;N
202196;76001;1;J
216421;66001;1;J
197835;76147;1;J
203598;76147;1;H
188377;76890;1;T
221677;76126;1;T
228179;76001;1;H
183919;76001;1;H
150215;11001;1;I
234668;11001;1;J
218113;50313;1;N
210747;76520;1;J
231649;76001;1;K
193036;76306;1;""
166145;76001;1;E
194080;76834;1;F
187474;76736;1;J
181349;19698;1;""
197300;5212;1;F
178173;76001;1;T
231990;76001;1;U
162543;76130;1;E
159155;76001;1;""
144358;76520;1;I
221179;76001;1;J
198153;76001;1;N
208813;76001;1;F
161468;76130;1;E
218913;76001;1;T
169159;76130;1;""
201427;76520;1;F
234551;76130;1;F
184934;76001;1;""
184972;76001;1;""
174956;76130;1;F
163805;76520;1;""
130510;76001;1;""
191862;76130;1;H
218557;76001;1;U
220501;76001;1;N
151798;76147;1;I
205231;76001;1;O
213697;76520;1;F
107809;76520;1;""
168912;76520;1;F
235449;76520;1;T
189313;76001;1;T
209416;76520;1;J
193009;63401;1;H
178934;76001;1;""
202024;76520;1;K
174063;76520;1;F
181634;76520;1;""
177661;76520;1;T
216888;41001;1;K
207170;11001;1;H
188299;76520;1;""
176033;76520;1;F
198569;76520;1;T
157556;76520;1;I
185669;76520;1;H
220522;76001;1;F
207472;76563;1;T
224801;76520;1;F
188492;76520;1;U
177526;76520;1;""
223512;76520;1;J
232129;85001;1;F
228427;76520;1;T
224321;76520;1;F
211605;76520;1;J
231904;76520;1;J
176629;76520;1;""
189829;76001;1;O
208565;76520;1;K
198154;76248;1;H
160422;76001;1;E
222397;76520;1;F
214386;76520;1;F
201641;76275;1;F
231772;76520;1;T
183939;76520;1;J
179476;11001;1;""
218485;76001;1;J
215285;76520;1;R
233955;76622;1;N
237243;11001;1;K
207999;76622;1;J
225991;76001;1;K
219055;76834;1;K
157650;76001;1;I
218995;11001;1;T
225627;76834;1;J
197409;76520;1;J
214920;76001;1;J
235164;76670;1;T
207599;11001;1;H
229142;76520;1;F
227401;76520;1;F
227488;76001;1;F
160802;76001;1;I
166159;76892;1;U
189908;66170;1;J
201666;66001;1;H
204790;76111;1;J
116053;76001;1;E
212541;76001;1;J
236449;76318;1;F
184551;76001;1;J
202835;76318;1;T
189305;76318;1;H
218993;76318;1;T
186860;76377;1;J
224848;76377;1;T
196633;76377;1;K
212952;76233;1;T
231645;76109;1;T
201068;76109;1;J
222350;76233;1;T
222316;76001;1;J
208656;76109;1;J
196544;76233;1;T
211717;76001;1;N
190447;25754;1;F
134277;76248;1;""
231086;11001;1;H
205090;76248;1;F
212762;11001;1;F
168740;50006;1;F
226249;76248;1;T
195877;76248;1;F
189749;76001;1;F
153821;76248;1;""
197631;76318;1;F
211923;76520;1;T
219744;76364;1;F
206331;76001;1;H
198812;11001;1;F
222325;76001;1;F
182685;76001;1;""
207296;76001;1;J
142284;11001;1;""
233072;76834;1;F
213094;76001;1;J
143725;76001;1;E
204651;76111;1;J
217622;76111;1;J
202354;76111;1;J
225788;76111;1;T
178566;76111;1;""
209214;76111;1;H
221556;76111;1;F
187901;11001;1;H
185672;76111;1;N
236066;76113;1;J
220031;76001;1;J
212798;76001;1;J
219588;11001;1;J
212230;76122;1;J
223335;76364;1;F
213471;76823;1;J
184440;76001;1;I
157252;85001;1;I
211282;68307;1;T
228748;15238;1;J
199404;81736;1;J
229862;85001;1;G
222840;85001;1;F
166198;11001;1;E
103013;85250;1;I
156725;85001;1;I
194856;11001;1;I
146490;50001;1;E
219414;85250;1;G
203830;85001;1;H
152111;85250;1;I
218272;85250;1;O
206381;85001;1;K
185770;25214;1;H
216595;50001;1;G
220420;85001;1;N
185719;11001;1;F
223433;85001;1;F
188698;50001;1;N
174196;85250;1;C
182365;85250;1;C
234997;85250;1;T
210490;13001;1;J
218806;85250;1;C
222351;85250;1;U
228597;85440;1;H
208385;85410;1;J
199570;85410;1;H
209408;85001;1;O
235258;50573;1;H
172710;85410;1;T
179451;85410;1;""
235765;85410;1;F
171304;50006;1;""
135223;85410;1;E
204878;50001;1;H
179604;85410;1;T
230800;85410;1;O
219319;15238;1;F
220000;85001;1;J
225673;11001;1;J
200047;85410;1;F
220449;85410;1;O
210463;85162;1;H
231109;25754;1;K
231742;15001;1;J
201642;85139;1;H
230010;85263;1;K
192074;76895;1;""
199064;76895;1;H
201045;11001;1;K
204623;76036;1;F
153141;76001;1;E
176500;76001;1;F
176519;76834;1;J
180231;76001;1;F
186823;76001;1;T
168713;76111;1;""
232234;76400;1;G
186087;11001;1;K
193675;76001;1;R
156132;76834;1;E
208935;11001;1;H
152014;76001;1;""
215137;73001;1;H
173138;66001;1;""
209983;11001;1;H
183012;76834;1;""
211952;76001;1;F
200522;76834;1;H
233559;76001;1;K
210569;76001;1;H
186710;76834;1;H
228590;76892;1;N
233809;76001;1;F
168462;76834;1;J
212745;76001;1;H
162137;76895;1;E
123624;76001;1;""
195601;11001;1;""
189984;76622;1;J
133059;76001;1;E
145265;76895;1;""
226360;76895;1;J
225779;76111;1;J
192951;76895;1;H
225907;15757;1;H
150087;85010;1;E
236278;85010;1;T
207812;85010;1;C
221432;85010;1;T
181413;85010;1;F
231444;85010;1;T
184481;85410;1;J
220480;85010;1;N
223118;85010;1;F
213699;85010;1;T
225320;85010;1;T
226916;85010;1;H
222278;85010;1;F
229859;25430;1;F
222906;85010;1;H
216299;85010;1;F
208814;85010;1;F
165961;85010;1;E
230044;85010;1;T
152940;85010;1;E
215521;85010;1;H
155263;85001;1;I
175585;85001;1;C
195162;85410;1;""
222613;85010;1;F
219830;85010;1;H
178602;85001;1;H
211777;85139;1;N
219035;85010;1;F
219473;85010;1;H
207809;85010;1;N
205829;85010;1;F
205258;85010;1;T
200044;85010;1;H
217674;85001;1;N
226048;50001;1;J
219426;85410;1;F
222271;85139;1;F
205798;85001;1;H
211257;85001;1;T
230325;85250;1;G
233794;85430;1;T
191038;85001;1;T
213487;50606;1;H
220624;85430;1;C
174893;85430;1;J
223453;85250;1;F
213028;85001;1;E
184787;85430;1;C
231133;85250;1;O
208662;76834;1;F
209027;11001;1;F
235643;50006;1;N
207726;76001;1;F
210443;76828;1;G
233102;85001;1;J
210522;50001;1;N
124088;11001;1;E
186195;50001;1;F
205467;50001;1;F
213774;81001;1;G
210696;85001;1;N
212720;50001;1;O
187913;11001;1;J
234619;25754;1;K
191145;50568;1;F
231368;54001;1;J
199298;11001;1;K
231896;85440;1;A
199068;85001;1;T
196027;68001;1;J
225724;41551;1;K
109898;85162;1;I
186425;50001;1;J
220029;11001;1;J
206975;11001;1;F
225219;54001;1;T
210485;47001;1;J
213569;11001;1;J
176082;11001;1;R
195887;50568;1;F
175931;11001;1;H
193777;41770;1;K
199844;85001;1;J
218949;50568;1;F
158786;11001;1;E
184814;85001;1;""
226266;50001;1;H
223874;76275;1;U
168822;11001;1;N
197805;5615;1;H
168331;11001;1;E
232146;76001;1;T
172811;85001;1;""
157193;50001;1;I
221506;11001;1;J
192760;11001;1;""
178271;73001;1;F
204195;66001;1;J
218733;50568;1;H
210440;11001;1;K
234368;41001;1;J
223798;11001;1;H
174097;50006;1;""
229110;11001;1;F
223092;41349;1;N
210921;8758;1;J
215231;50001;1;H
175325;11001;1;F
220015;11001;1;J
182402;85162;1;""
227199;85001;1;G
215150;85162;1;H
189771;85162;1;F
216352;11001;1;J
211317;25286;1;F
201773;85162;1;J
191068;85440;1;""
160046;50001;1;""
235356;85440;1;H
211778;85440;1;J
234152;85440;1;H
210517;85410;1;T
145105;85001;1;I
200793;85440;1;T
180083;85440;1;J
215901;85440;1;T
213738;50001;1;H
184624;85440;1;""
235262;85440;1;T
222853;85440;1;T
229957;85440;1;N
223153;85440;1;T
209257;50110;1;N
163124;85440;1;""
234114;85440;1;T
224257;85440;1;K
203659;85440;1;O
197976;11001;1;H
207298;85440;1;A
222634;85440;1;O
203341;85440;1;H
199567;76869;1;H
216487;76001;1;F
235162;76892;1;F
209478;76869;1;T
235771;76001;1;N
210615;76892;1;F
145162;76892;1;I
162646;76001;1;I
205114;11001;1;J
229044;76001;1;K
235123;76892;1;T
190142;19573;1;""
156746;76892;1;""
173035;76892;1;""
142021;76001;1;I
196789;76869;1;J
214287;76892;1;T
196127;76892;1;F
206884;76892;1;T
159348;11001;1;E
228103;76892;1;F
175006;76890;1;T
150627;76892;1;E
235066;76892;1;K
134581;76892;1;U
173800;76892;1;T
183986;76892;1;J
235500;76892;1;K
225396;85001;1;J
232122;85430;1;F
234718;85001;1;C
215312;85001;1;F
231555;85001;1;C
237384;85001;1;G
201683;85001;1;J
173538;50001;1;O
199758;85001;1;G
188795;15001;1;""
233639;85001;1;O
161486;50001;1;I
205694;11001;1;F
209910;50001;1;F
147387;85001;1;""
163902;11001;1;N
225711;85001;1;F
227235;50150;1;F
185357;85001;1;""
217721;85001;1;J
178262;85440;1;F
188973;50001;1;F
210097;85001;1;N
112884;85001;1;I
208678;85001;1;H
201179;85001;1;T
227048;85001;1;J
124252;11001;1;E
191257;11001;1;""
182638;85001;1;""
190528;85001;1;""
215406;85001;1;T
202088;85001;1;H
233009;85001;1;F
170497;85001;1;H
203029;50001;1;N
159689;85001;1;I
207694;11001;1;J
175278;85001;1;F
135789;50001;1;E
187695;85001;1;C
220207;85001;1;C
170846;85001;1;J
180777;85162;1;""
224135;85001;1;F
187835;85001;1;C
201902;85001;1;R
172447;85001;1;""
205856;85001;1;H
155534;50001;1;E
127085;85001;1;""
186512;85001;1;H
124861;50110;1;J
197307;85001;1;J
177322;11001;1;E
84231;85001;1;E
188358;85001;1;F
215199;85250;1;G
186934;85001;1;""
125177;85001;1;I
189701;85001;1;""
220278;85001;1;F
233874;85001;1;F
195757;85001;1;F
208182;85001;1;N
206429;85001;1;C
232045;85001;1;F
197294;85440;1;H
195131;85001;1;J
214908;85001;1;F
188782;11001;1;J
228876;85001;1;J
221620;85001;1;N
217261;85001;1;F
227052;85001;1;N
221227;85001;1;F
228570;85001;1;J
125322;50001;1;""
215429;85001;1;F
224313;50001;1;F
231850;85001;1;H
122831;85001;1;I
209668;85001;1;N
173753;85001;1;F
230684;85001;1;H
216459;85001;1;K
232007;85001;1;G
202142;85001;1;H
155341;85001;1;E
203402;85001;1;H
105577;11001;1;E
214974;85010;1;C
142219;85001;1;E
104482;85001;1;I
169023;85001;1;F
187978;85001;1;""
198142;85001;1;T
216469;11001;1;T
199775;85001;1;H
229580;85001;1;A
220773;85001;1;F
224657;85001;1;G
181284;85001;1;O
175425;85001;1;H
203235;85250;1;N
224206;85001;1;N
200138;85001;1;H
185544;85001;1;H
216513;85001;1;K
176065;5030;1;F
178803;85001;1;J
223756;85001;1;G
231512;85001;1;J
235679;85001;1;F
216416;85001;1;F
204580;85430;1;H
210816;85001;1;J
144981;85001;1;""
191828;50006;1;F
219073;85001;1;F
210779;85001;1;H
125987;85001;1;I
222059;85001;1;F
169666;85001;1;E
236561;85001;1;N
227237;50313;1;C
204997;11001;1;K
203103;85001;1;H
175929;85001;1;G
231546;85001;1;J
225368;85001;1;H
215334;85001;1;J
191405;15759;1;H
212882;85001;1;H
192369;85001;1;J
232889;85001;1;C
204877;85001;1;H
214232;25754;1;H
230988;85001;1;J
230221;11001;1;J
143375;85001;1;E
237589;85001;1;F
224220;85001;1;H
180890;85010;1;C
166695;85001;1;""
234598;85001;1;T
203675;85001;1;H
231784;85001;1;F
194129;85010;1;H
216651;85001;1;J
202505;85001;1;N
175950;85001;1;J
232052;85250;1;C
236316;85001;1;J
211069;85001;1;T
222008;85325;1;C
167046;85325;1;N
208534;85410;1;O
229340;85001;1;N
233870;44001;1;J
100342;44001;1;E
221507;76001;1;J
193183;50001;1;""
234633;11001;1;F
230591;13001;1;N
230307;8001;1;J
221800;11001;1;F
195586;11001;1;F
217082;5088;1;F
171929;11001;1;J
225675;11001;1;J
188753;11001;1;""
185886;11001;1;""
222356;50606;1;F
117765;50680;1;E
236984;50001;1;A
222674;50689;1;J
197001;50110;1;K
209222;50606;1;H
237362;50001;1;H
236817;50001;1;A
186462;50001;1;N
217951;50001;1;F
180104;25530;1;H
227198;85250;1;C
233248;50001;1;J
189029;50606;1;G
222326;11001;1;H
188069;50226;1;T
186683;50001;1;J
234244;73001;1;K
224687;50001;1;J
233722;50110;1;J
212586;50226;1;J
131419;50001;1;I
228190;50001;1;H
219425;11001;1;H
205259;50001;1;K
229026;50001;1;K
206284;50001;1;F
212840;50313;1;C
223048;50313;1;N
200134;11001;1;F
178096;50568;1;H
209047;50001;1;J
231417;50568;1;F
175412;50313;1;E
145209;50313;1;E
225811;50689;1;O
211247;50577;1;H
222373;50313;1;C
225939;50313;1;J
162662;50001;1;I
200137;11001;1;T
237477;50001;1;J
149051;50313;1;""
233780;50313;1;N
178811;50313;1;F
231773;50313;1;K
234981;50313;1;F
206536;50001;1;C
185567;50313;1;F
207469;50313;1;J
203453;50313;1;O
233287;50313;1;G
200565;50313;1;J
224173;50251;1;C
127858;11001;1;I
229758;50313;1;C
120796;11001;1;""
171138;50006;1;F
232321;50313;1;K
236665;11001;1;H
209197;50287;1;C
219146;50313;1;C
201362;11001;1;A
187529;50001;1;H
215741;11001;1;F
177825;50001;1;F
165778;50006;1;""
152031;50313;1;I
207632;50001;1;J
234616;50313;1;J
207286;50313;1;F
210482;50313;1;N
213120;11001;1;H
232164;50313;1;K
229209;50270;1;J
168440;50001;1;""
231467;50313;1;C
186077;50313;1;C
155281;50689;1;E
205066;11001;1;I
217225;50150;1;H
221352;50568;1;F
213379;50001;1;F
234014;50689;1;N
222554;50001;1;F
199569;50590;1;""
221783;11001;1;N
171447;11001;1;H
177384;50313;1;K
219556;5579;1;J
139036;11001;1;E
218118;95001;1;O
227530;50313;1;O
202240;11001;1;I
184317;50001;1;""
227350;50313;1;G
191560;50001;1;G
187877;50001;1;J
184813;68001;1;F
179674;68001;1;F
183762;11001;1;F
228066;44279;1;H
180521;11001;1;H
182834;50573;1;H
226308;50001;1;N
234733;50573;1;F
156841;11001;1;E
223781;50573;1;N
207894;50573;1;N
202424;50001;1;T
186819;50001;1;J
188837;50573;1;H
180617;50573;1;""
226975;50001;1;G
230415;50001;1;A
218211;50573;1;J
223408;50573;1;C
148414;25817;1;E
221923;11001;1;J
169406;11001;1;""
189860;11001;1;F
159750;11001;1;E
194168;66170;1;J
226547;11001;1;F
236973;11001;1;J
205680;73001;1;H
224306;11001;1;T
225536;50590;1;N
228350;11001;1;F
203497;5360;1;F
166249;11001;1;E
210198;50001;1;O
160466;50001;1;I
232319;50001;1;N
177591;11001;1;J
132492;50001;1;E
204477;25430;1;H
209087;50400;1;J
193550;85440;1;O
210122;50001;1;O
210050;50001;1;J
199454;50573;1;J
175046;50573;1;H
233931;50001;1;K
138764;50001;1;I
171026;50001;1;F
184576;50001;1;N
131054;50001;1;""
105992;50001;1;""
183638;50001;1;N
205603;50001;1;J
161999;50001;1;I
210542;25175;1;H
228976;50001;1;N
179312;50568;1;N
184874;11001;1;H
220171;50001;1;J
142593;50001;1;""
194792;50001;1;I
196272;11001;1;E
221691;50001;1;G
156751;50001;1;""
178652;11001;1;""
210563;50006;1;T
172719;50318;1;H
227477;50001;1;F
177858;50001;1;C
169485;25438;1;E
186409;50001;1;""
222050;50001;1;C
193366;85410;1;T
148773;50001;1;""
214936;50001;1;R
201196;50001;1;J
232814;50001;1;O
207557;50606;1;J
148668;11001;1;I
216966;25899;1;T
209644;50683;1;F
193368;50568;1;O
192817;50001;1;J
220018;85440;1;F
226545;11001;1;H
225223;50001;1;F
198521;50001;1;N
171729;50001;1;J
185113;50006;1;J
142599;50001;1;E
156675;11001;1;I
202096;50001;1;J
194277;50001;1;F
198739;41885;1;T
216886;50001;1;J
186953;50001;1;F
148874;11001;1;E
